name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,features_duration_ms,time_signature,n_beats,n_bars,popularity_confidence,processing,genre
Under The Influence,256040,False,47,The Chemical Brothers,Surrender,0.593,0.936,8,-8.163,,0.0374,0.00283,0.862,0.178,0.0922,134.963,256040,4.0,575.0,143.0,,2.7259036144578315,breakbeat
Good News - Live,266632,False,19,Bryan & Katie Torwalt,I've Got Good News (Live) [Deluxe],0.473,0.474,6,-9.175,,0.0558,0.395,0.0,0.163,0.251,140.746,266633,,619.0,156.0,,1.1709531013615733,iranian
Zeal,361933,False,0,Plaid,Spokes,0.623,0.745,2,-8.312,1.0,0.0325,0.00688,0.651,0.0905,0.379,119.999,361933,1.0,693.0,173.0,,3.7004830917874396,idm
Mimo a Mi Mamá,152746,False,38,Panam y Circo,CD9: A Jugar Con Panam,0.603,0.499,0,-6.642,1.0,0.0441,0.304,0.0,0.0997,0.802,124.842,152747,3.0,281.0,93.0,0.891,3.349056603773585,spanish
زمان‌گرد Repetitious (Idlefon Remix),321418,False,0,Idlefon;Baaroot,الکتروهیچ Electrohich,0.376,0.483,0,-14.101,0.0,0.0416,0.714,0.88,0.0595,0.0414,95.998,321419,4.0,510.0,129.0,,3.349056603773585,iranian
Birth(大和田南那、川本紗矢、北川綾巴、後藤萌咲、坂口渚沙、田島芽瑠、田中美久、朝長美緒、中野郁海、西野未姫、矢吹奈子),280573,False,29,AKB48,ここがロドスだ、ここで跳べ!<Type A>【初回限定盤】,0.49,0.971,10,-1.856,,0.189,0.233,2.6e-06,0.117,0.611,179.96,280573,4.0,831.0,208.0,,0.7573891625615764,j-idol
Waves : Healing Sounds,55092,False,20,Sleep Sound Library,White Noise Ocean,0.263,0.987,11,-17.747,0.0,0.128,0.142,0.0432,0.856,0.0136,51.706,55092,5.0,46.0,11.0,,0.7481162540365985,sleep
Black Stacey,324080,True,24,Saul Williams,Saul Williams,0.67,0.907,9,-5.35,1.0,0.147,0.67,0.0,0.208,0.407,160.093,324080,4.0,865.0,219.0,,1.343558282208589,industrial
Darkness and the Light,204040,False,33,Trampled by Turtles,Duluth,0.44,0.938,3,-4.36,1.0,0.0492,0.615,0.024,0.119,0.895,139.975,204040,,454.0,113.0,,1.7389162561576355,bluegrass
Fuck the Millennium,254226,True,9,Scooter,Push the Beat for This Jam (The Second Chapter),0.582,0.999,0,-6.175,,0.067,0.0119,0.277,0.824,0.156,144.983,254227,4.0,604.0,150.0,,3.349056603773585,happy
TWIST & TURN (feat. Drake & PARTYNEXTDOOR),259651,False,5,Popcaan;Drake;PARTYNEXTDOOR,FIXTAPE,0.571,0.747,7,-4.659,1.0,0.17,0.478,0.0,0.116,0.635,106.253,259651,4.0,455.0,113.0,,4.067085953878407,j-dance
Ai Papi,158158,False,53,Liu;JØRD,Ai Papi,0.753,0.619,4,-9.708,0.0,0.0572,0.00651,0.611,0.282,0.886,125.983,158159,,332.0,82.0,,0.916010498687664,brazil
Ik Heb Gezopen,168520,False,21,PartyfrieX,Partyfreak,0.625,0.905,0,-5.318,1.0,0.0629,0.0114,0.0,0.324,0.69,148.119,168520,1.0,410.0,102.0,0.273,3.349056603773585,happy
Blowfish - Lake People Remix,495007,False,30,Yoko Duo;Lake People,Remixes,0.852,0.311,11,-12.966,0.0,0.126,0.00821,0.732,0.0863,0.748,115.008,495008,,938.0,236.0,,0.7481162540365985,idm
Donnawedda - Remastered 2020,192466,False,24,voXXclub,Rock Mi - Die größten Hits,0.744,0.874,0,-5.856,1.0,0.274,0.0849,0.0,0.385,0.899,124.89,192467,4.0,396.0,98.0,0.516,3.349056603773585,happy
kyun hota hai?,210008,False,32,Tanmaya Bhatnagar,kyun hota hai?,0.828,0.769,5,-7.02,0.0,0.0982,0.443,0.49,0.115,0.389,97.018,210008,,334.0,84.0,,1.2793053545586106,indian
Sleeping All Day,84090,False,2,Maj Majid,But First Coffee,0.803,0.394,11,-11.367,,0.0622,0.798,0.859,0.15,0.759,132.001,84091,4.0,183.0,45.0,,0.7481162540365985,study
Speakerbox (feat. Ohana Bam & Lafa Taylor) - F8 Remix,188906,False,50,Bassnectar;Ohana Bam;Lafa Taylor,Fast & Furious 8: The Album,0.576,0.88,8,-2.01,0.0,0.126,0.0208,8.99e-05,0.334,0.514,87.969,188907,4.0,276.0,68.0,,2.7259036144578315,breakbeat
Women,369463,False,0,Asef Akbari,Wet And Warm,0.259,0.197,0,-20.717,0.0,0.0376,0.816,0.906,0.0781,0.0378,90.128,369464,4.0,542.0,135.0,,3.349056603773585,iranian
Ghagra,304307,False,63,Pritam;Rekha Bhardwaj;Vishal Dadlani,Yeh Jawaani Hai Deewani,0.706,0.919,8,-5.21,,0.174,0.223,0.0,0.319,0.701,101.94,304307,4.0,511.0,128.0,,2.7259036144578315,indian
Dream ON,107586,False,32,DGHTR,Dream ON,0.859,0.45,9,-6.839,,0.0519,0.682,0.905,0.149,0.267,145.009,107586,4.0,255.0,63.0,,1.343558282208589,study
Betty,164276,False,38,Kai Whiston,Drayan!,0.758,0.459,11,-13.758,0.0,0.124,0.593,0.631,0.356,0.169,107.993,164277,4.0,294.0,72.0,,0.7481162540365985,techno
Reppirt Yad,177253,False,1,The Budos Band,The Budos Band III,0.509,0.511,0,-11.24,,0.0294,0.0238,0.913,0.0748,0.611,116.851,177253,4.0,334.0,84.0,,3.349056603773585,afrobeat
Um Novo Lugar,428746,False,44,Mato Seco;Nazireu Rupestre,Seco e Ainda Vivo,0.796,0.491,5,-7.783,1.0,0.0428,0.0483,0.0,0.346,0.888,124.042,428747,4.0,886.0,221.0,0.18,1.2793053545586106,brazil
Slow Gentle Island Beach Waves Later in the Day,71402,False,34,"Spa;Spa, Relaxation and Dreams;Meditation;Water Soundscapes;Island Spa","Gentle Waves, Angry Thunderstorms, Gurgling Rapids and Soothing Waterfalls (Loopable Soundscapes for Insomnia, Meditation, and Restless Children)",0.197,0.964,8,-17.06,1.0,0.528,0.00131,0.0,0.88,0.0214,109.366,71403,3.0,129.0,42.0,,2.7259036144578315,sleep
Marooned,291400,False,0,Idlefon,COLDSTREAM,0.171,0.593,9,-11.37,0.0,0.0428,0.000713,0.93,0.28,0.0383,111.993,291400,4.0,573.0,145.0,,1.343558282208589,iranian
Royal Highness,128729,False,41,Beat Oven,Kid Tested & Mother Approved,0.754,0.422,9,-12.66,,0.294,0.0463,0.215,0.108,0.517,160.227,128729,4.0,344.0,85.0,,1.343558282208589,study
Kore,559666,False,42,Dusty Kid,"Anatome, Vol. 1",0.802,0.457,7,-10.348,1.0,0.0831,0.0148,0.875,0.104,0.0614,127.001,559667,4.0,1211.0,305.0,,4.067085953878407,techno
More Horses,333125,False,33,Argy;Matthew Dear;Tegan and Sara,More Horses feat. Tegan & Sara,0.661,0.596,2,-10.421,1.0,0.0416,0.00345,0.827,0.167,0.0626,123.005,333125,4.0,676.0,168.0,,3.7004830917874396,techno
Blue Virginia Blues,246266,False,28,Larry Sparks,Silver Reflections,0.604,0.341,5,-13.1,1.0,0.048,0.804,8.21e-06,0.102,0.835,183.907,246267,4.0,737.0,183.0,,1.2793053545586106,bluegrass
Hallomann,251634,False,55,Rammstein,Rammstein,0.419,0.706,10,-5.936,,0.038,0.0171,0.0244,0.0998,0.143,171.997,251634,4.0,702.0,176.0,,0.7573891625615764,industrial
Septentrion,279733,False,16,Bucovina,Septentrion,0.498,0.977,7,-3.58,1.0,0.0388,0.000145,0.00539,0.11,0.475,136.027,279733,,615.0,154.0,0.915,4.067085953878407,black-metal
Travelin',385933,False,0,The Travelin' McCourys,The Travelin' Mccourys,0.365,0.712,9,-6.983,0.0,0.0288,0.413,0.76,0.0808,0.773,144.949,385933,4.0,927.0,231.0,,1.343558282208589,bluegrass
B61,221842,False,20,Aoife O'Donovan,B61,0.48,0.198,1,-16.495,1.0,0.04,0.815,0.00275,0.12,0.162,137.863,221843,4.0,483.0,121.0,,2.36741214057508,bluegrass
I Hope That It Hurts,160214,False,6,Nicky Romero;Norma Jean Martine,EDM Gaming Music Autumn/Winter 2022,0.723,0.771,2,-5.407,,0.152,0.045,0.0,0.0809,0.533,110.048,160214,4.0,291.0,74.0,,3.7004830917874396,chicago-house
Polvo de Inti,300760,False,21,Newen Afrobeat,Newen Afrobeat,0.553,0.847,4,-5.1,0.0,0.0366,0.0176,0.621,0.0668,0.795,159.896,300760,3.0,797.0,265.0,,0.916010498687664,afrobeat
LIFE - ちゅうおん2021 Live ver.,557733,False,11,Shiritsu Ebisu Chugaku;bird,エビ中 秋声と螻蛄と音楽の輝き 題して「ちゅうおん」2021(Live),0.682,0.832,1,-6.178,,0.0462,0.00281,0.00159,0.749,0.555,122.0,557733,4.0,1126.0,280.0,,2.36741214057508,j-idol
God Save the Rave,192000,False,53,Scooter;Harris & Ford,God Save the Rave,0.425,0.926,8,-3.269,0.0,0.114,0.0146,1.62e-05,0.161,0.376,150.038,192000,4.0,467.0,116.0,,2.7259036144578315,happy
Apples & Bananas,181864,False,54,Super Simple Songs,Baby Shark & More Kids Songs,0.86,0.348,0,-10.403,1.0,0.0388,0.178,0.0,0.0866,0.832,134.005,181864,4.0,396.0,98.0,,3.349056603773585,disney
It's OK,276192,False,17,Evil Activities,Extreme Audio,0.273,0.905,10,-4.779,0.0,0.12,0.0225,0.00162,0.191,0.308,174.016,276193,4.0,786.0,197.0,,0.7573891625615764,happy
Work Your Body (feat. Jameisha Trice),197760,False,5,Bad Boy Bill;Bravo;Jameisha Trice,"Respect the Technique, Vol. 2",0.703,0.96,6,-2.44,,0.0723,0.0617,0.0698,0.67,0.857,125.002,197760,4.0,408.0,101.0,,1.1709531013615733,chicago-house
Syrup Sailor Saturn,204000,False,3,Blackburri,Syrup Sailor Saturn,0.598,0.149,3,-14.346,,0.0474,0.906,0.879,0.537,0.244,74.991,204000,4.0,252.0,62.0,,1.7389162561576355,study
Shampoo,139133,False,41,Plastilina Mosh,Juan Manuel,0.716,0.509,2,-6.926,1.0,0.0753,0.683,0.891,0.0884,0.374,170.117,139133,4.0,392.0,97.0,,3.7004830917874396,afrobeat
The Core,234160,False,7,Robert Hood,Internal Empire,0.753,0.66,5,-18.083,0.0,0.11,0.187,0.951,0.0983,0.349,147.898,234160,,577.0,143.0,,1.2793053545586106,chicago-house
Stormskärs Maja (Myrskyluodon Maija) (feat. Maria Ylipää),278426,False,22,Waltteri Torikka;Maria Ylipää,Sydän,0.271,0.177,9,-11.907,0.0,0.0307,0.948,0.00195,0.111,0.183,83.558,278427,4.0,375.0,93.0,,1.343558282208589,disney
Beware the Silence,310986,False,40,Psychonaut 4,Dipsomania,0.539,0.757,4,-6.398,,0.0499,0.0047,0.0005,0.0926,0.147,124.982,310987,4.0,642.0,161.0,,0.916010498687664,black-metal
Alpha Focus 97Hz - 104Hz,231068,False,48,Universal Frequency,Alpha Focus,0.177,0.0292,7,-34.392,1.0,0.0668,0.859,0.945,0.119,0.0772,120.22,231068,4.0,498.0,124.0,,4.067085953878407,sleep
From the Passages,280831,False,11,Alphaxone,Altered Dimensions,0.154,0.392,7,-20.114,,0.069,0.77,0.942,0.0906,0.0399,134.161,280832,3.0,590.0,196.0,,4.067085953878407,iranian
Virginia Company (Reprise),35680,False,19,Coro - Pocahontas,Pocahontas (Colonna Sonora Originale),0.375,0.336,7,-14.114,1.0,0.0669,0.756,3.75e-06,0.229,0.585,182.242,35680,4.0,107.0,26.0,,4.067085953878407,disney
Love Yuh,202945,False,0,Tommy Lee Sparta,New Creator,0.638,0.52,6,-9.034,0.0,0.206,0.351,0.0104,0.203,0.161,193.634,202945,4.0,644.0,162.0,,1.1709531013615733,j-dance
Red Sky,242627,False,0,Shivered,Journey to Fade,0.461,0.934,7,-4.79,1.0,0.0571,1.03e-05,0.00242,0.555,0.592,180.026,242627,,718.0,181.0,,4.067085953878407,iranian
Sueños de Plata,255999,False,18,Monjes Tibetanos,"Monjes Tibetanos - Canciones Asiaticas Relajantes, Música Budista con Cantos de Tibet",0.176,0.222,5,-18.027,0.0,0.0391,0.965,0.737,0.126,0.0626,79.519,256000,3.0,332.0,110.0,,1.2793053545586106,brazil
Going Away,220133,False,25,Beenie Man,Reggae Max Part 2: Beenie Man,0.583,0.537,1,-9.103,0.0,0.198,0.088,0.0,0.118,0.527,80.027,220133,,290.0,71.0,0.59,2.36741214057508,j-dance
Cê Tá Preparada - Ao Vivo,194867,False,35,Tayrone,Raiz E Modão (Ao Vivo),0.861,0.691,2,-4.767,1.0,0.0411,0.566,0.0,0.248,0.895,120.042,194867,4.0,382.0,96.0,,3.7004830917874396,forro
Don't Stop,141832,True,14,Beenie Man;Yo West,Don't Stop,0.847,0.719,0,-7.69,,0.349,0.0188,0.0,0.103,0.76,118.085,141833,4.0,273.0,68.0,,3.349056603773585,j-dance
Dimple,153290,False,0,Sickflip;Mismatched,Mismatched: Season 2 (Music from the Netflix Series),0.573,0.482,6,-10.494,0.0,0.0347,0.83,0.785,0.11,0.193,155.002,153290,4.0,389.0,97.0,,1.1709531013615733,indian
Demon,207595,False,19,Arcturus,Arcturian,0.415,0.649,6,-7.137,,0.0418,6.69e-05,0.0263,0.194,0.243,95.041,207595,4.0,326.0,82.0,,1.1709531013615733,black-metal
Tu Mileya - LoFi,188708,False,0,Rik Beatz,Tu Mileya (LoFi),0.4,0.563,3,-5.393,1.0,0.145,0.586,1.03e-05,0.112,0.0934,84.811,188709,4.0,220.0,55.0,,1.7389162561576355,indian
Skin Tone,166017,False,39,Timothy Infinite,Sudden Impulses,0.662,0.484,6,-6.697,0.0,0.0731,0.685,0.883,0.131,0.197,83.741,166018,4.0,226.0,56.0,,1.1709531013615733,study
Fly Me to the Moon,186133,False,45,Olivia Ong,A Girl Meets Bossanova,0.629,0.38,9,-10.874,,0.0317,0.934,0.000693,0.103,0.232,114.854,186133,4.0,342.0,85.0,,1.343558282208589,mandopop
Woman To Man,287560,False,18,Tony Allen;Ty,HomeCooking,0.898,0.801,7,-7.586,1.0,0.0845,0.0105,0.000312,0.125,0.724,115.028,287560,4.0,546.0,136.0,,4.067085953878407,afrobeat
Come Thou Long Expected Jesus,277920,False,28,Laura Story,God With Us,0.234,0.673,1,-4.898,1.0,0.0372,0.157,0.0,0.129,0.419,159.785,277920,3.0,522.0,173.0,0.778,2.36741214057508,forro
Doobey - Lofi Flip,231240,False,50,VIBIE;OAFF;Savera;Lothika;Kausar Munir,Doobey (Lofi Flip),0.671,0.354,10,-14.556,0.0,0.148,0.539,1.45e-05,0.436,0.454,109.935,231240,4.0,419.0,105.0,,0.7573891625615764,indian
Köld,538973,False,1,Sólstafir,Köld,0.109,0.406,0,-8.37,0.0,0.0384,0.000547,0.233,0.0892,0.0769,158.128,538973,3.0,1414.0,472.0,,3.349056603773585,black-metal
W drodze przez bajoro,91906,False,31,Robert Rozmus;Stefan Friedman,Ksiezniczka I Zaba,0.664,0.889,9,-5.144,1.0,0.266,0.637,0.0,0.227,0.749,107.074,91907,4.0,159.0,38.0,,1.343558282208589,disney
Weakness,226320,False,26,Zeromancer,Bye-Bye Borderline,0.491,0.83,7,-7.421,0.0,0.0333,0.00518,0.00164,0.346,0.379,131.984,226320,4.0,489.0,122.0,,4.067085953878407,industrial
Syntax,208546,False,14,Gimmik,Back to Basics,0.711,0.536,9,-11.063,0.0,0.0651,0.0182,0.876,0.102,0.303,111.016,208547,,381.0,95.0,,1.343558282208589,idm
Tur Kalleyan,338152,False,45,Pritam;Shadab Faridi;Altamash Faridi;Arijit Singh,Laal Singh Chaddha,0.434,0.532,1,-8.945,0.0,0.0363,0.807,0.00137,0.0767,0.25,84.895,338152,4.0,469.0,116.0,,2.36741214057508,indian
Fathoms Below,130136,False,3,Poppie Swag,The Little Mermaid,0.443,0.057,0,-27.938,1.0,0.0575,0.992,0.963,0.0892,0.452,176.023,130137,3.0,372.0,122.0,,3.349056603773585,disney
Rozpal sobie iskrę życia,422746,False,21,Wojciech Brzezinski;Ewa Prus;Otar Saralidze;Julia Totoszko;Jakub Strach;Mateusz Panasiuk;Latarnicy,Mary Poppins powraca (Ścieżka Dźwiękowa z Filmu),0.549,0.575,7,-9.882,1.0,0.17,0.552,0.0,0.189,0.564,118.479,422747,4.0,817.0,205.0,0.756,4.067085953878407,disney
Tears On My Piano,181385,True,55,Charlie Puth,CHARLIE,0.562,0.729,1,-5.503,0.0,0.0926,0.239,1.33e-05,0.111,0.831,192.168,181386,,575.0,143.0,,2.36741214057508,breakbeat
Time passing Bell - 2021 Remastered,258000,False,15,arai tasuku;Luna Goami,Sin of Children: re,0.618,0.492,9,-9.716,,0.173,0.693,3.8e-05,0.116,0.171,115.091,258000,,489.0,121.0,,1.343558282208589,idm
Bone Crusher,311250,True,18,Noize Suppressor,Legacy of Noize,0.56,0.999,11,-2.605,0.0,0.125,0.522,0.0446,0.0934,0.0537,164.97,311250,4.0,848.0,211.0,0.934,0.7481162540365985,happy
Way We Move,237931,False,46,Krakota;Scrufizzer,Way We Move,0.549,0.872,7,-2.933,0.0,0.0435,0.478,0.0141,0.364,0.305,173.969,237931,4.0,681.0,171.0,,4.067085953878407,idm
CDs e Livros,203807,False,0,Asas Livres,Estourado!,0.774,0.528,0,-4.404,1.0,0.032,0.614,0.0,0.416,0.847,131.854,203807,4.0,448.0,111.0,,3.349056603773585,forro
Lisbela,189360,False,45,Dominguinhos,Chegando de Mansinho,0.655,0.676,5,-6.554,,0.039,0.622,0.0,0.127,0.923,143.878,189360,4.0,447.0,111.0,,1.2793053545586106,forro
Dick,225800,False,21,Beenie Man;La J,Fiesta Riddim,0.739,0.676,0,-8.288,1.0,0.116,0.318,5.47e-06,0.658,0.938,93.97,225800,4.0,352.0,87.0,,3.349056603773585,j-dance
Burn This Mfker Down - Radio Edit,100101,True,22,Partyraiser;Aggressive;Cryogenic,Party Freaks Album,0.307,0.961,0,-4.023,1.0,0.494,0.0833,0.00738,0.828,0.128,200.043,100101,4.0,332.0,82.0,0.753,3.349056603773585,happy
Partytime,387791,False,7,Pal Joey,Pal Joey Presents Hot Music,0.804,0.981,6,-7.529,1.0,0.0395,3.33e-05,0.921,0.045,0.742,123.836,387792,4.0,796.0,201.0,0.759,1.1709531013615733,chicago-house
Silver Screen Shower Scene - Chuckie & Silvio Ecomo Dirty Acid Remix,349456,False,17,Felix Da Housecat;Chuckie;Silvio Ecomo,The Glitz Part Deux Remix Edition,0.766,0.722,7,-5.652,0.0,0.0505,0.00106,0.49,0.0865,0.709,124.978,349457,4.0,719.0,181.0,,4.067085953878407,chicago-house
Lux,402993,False,13,Ben Lukas Boysen,Clarion,0.561,0.739,10,-13.371,0.0,0.056,0.702,0.893,0.0881,0.583,100.007,402994,4.0,719.0,181.0,0.929,0.7573891625615764,idm
Kahani (Sonu's Version),298317,False,41,Pritam;Sonu Nigam;Amitabh Bhattacharya,Laal Singh Chaddha,0.464,0.396,1,-10.86,,0.0422,0.81,7.8e-06,0.0941,0.305,149.933,298318,3.0,743.0,247.0,,2.36741214057508,indian
Die for a Man,167179,True,0,Bebe Rexha;Lil Uzi Vert,All Bops,0.669,0.893,4,-3.319,,0.0372,0.0736,0.0,0.14,0.314,89.996,167180,4.0,249.0,62.0,,0.916010498687664,breakbeat
Dos Gardenias,184026,False,19,Buena Vista Social Club,Buena Vista Social Club,0.569,0.205,4,-16.741,0.0,0.0382,0.833,0.00014,0.0935,0.518,91.439,184027,4.0,274.0,70.0,,0.916010498687664,indian
Arabian yöt (2019),193084,False,19,Joonas Saartamo,Aladdin (Alkuperäinen Suomalainen Soundtrack),0.45,0.581,0,-7.806,0.0,0.04,0.496,0.0,0.118,0.463,61.227,193085,3.0,190.0,62.0,,3.349056603773585,disney
Happy Strawberry,228133,False,22,Yui Ogura,Strawberry JAM,0.53,0.965,4,-2.737,1.0,0.0882,0.0772,1.24e-06,0.434,0.784,168.983,228133,4.0,628.0,159.0,,0.916010498687664,j-idol
Mask of Skeleton,90000,False,8,arai tasuku,Fantasmagorie The Ghost Show -Original Soundtrack-,0.451,0.505,7,-10.349,1.0,0.059,0.489,0.96,0.102,0.057,80.521,90000,4.0,115.0,28.0,0.742,4.067085953878407,idm
Mental,220219,False,21,Evil Activities,Mental,0.489,0.991,8,0.123,1.0,0.285,0.00291,0.00136,0.32,0.24,90.953,220220,,328.0,81.0,,2.7259036144578315,happy
Carro Bicho 2,164357,True,52,Major RD;Rock Danger;Raffé;El Lif Beatz,Troféu,0.884,0.697,11,-6.07,,0.338,0.637,0.0,0.143,0.555,130.075,164358,,352.0,88.0,0.252,0.7481162540365985,brazil
Mesmerized Hero,497642,False,0,Farzad Golpayegani,Seven,0.275,0.992,1,-3.843,0.0,0.169,0.11,0.267,0.337,0.29,104.989,497643,1.0,1074.0,268.0,,2.36741214057508,iranian
Nasa,203544,False,37,Thiago Jhonathan (TJ),Nasa,0.601,0.926,7,-2.413,1.0,0.0382,0.0255,1.97e-06,0.129,0.881,157.937,203544,4.0,533.0,132.0,,4.067085953878407,forro
Rise And Shine,172013,False,39,Cast - Sofia the First;Sofia,Sofia the First,0.678,0.784,10,-4.285,1.0,0.0395,0.114,0.000347,0.0867,0.247,101.97,172013,4.0,288.0,71.0,,0.7573891625615764,disney
Ik Vaari Aa,274687,False,69,Pritam;Arijit Singh,Raabta,0.512,0.752,4,-4.857,0.0,0.0534,0.305,0.0,0.708,0.428,127.965,274687,4.0,579.0,145.0,,0.916010498687664,indian
Dil Pe Zakham Khate Hain,284514,False,61,Nusrat Fateh Ali Khan;Afternight Vibes,"Revamped, Vol. 3 (Remix)",0.788,0.55,11,-7.747,,0.189,0.173,0.433,0.0937,0.497,101.953,284514,4.0,480.0,121.0,,0.7481162540365985,indian
Nu Nu - Todd Terry Club Mix,459133,False,15,Lidell Townsell,Nu Nu (2011 Remixes),0.757,0.911,1,-7.439,0.0,0.0447,0.000328,0.332,0.105,0.744,126.0,459133,4.0,953.0,237.0,,2.36741214057508,chicago-house
Down by the Bay,145926,False,51,Super Simple Songs,Humpty Dumpty & More Kids Songs,0.809,0.533,7,-7.283,1.0,0.0288,0.636,0.0,0.0872,0.785,96.023,145926,,226.0,55.0,0.663,4.067085953878407,disney
Show It 2 Me,248284,False,50,Night Club,Requiem for Romance,0.827,0.709,2,-5.241,1.0,0.0832,0.0855,0.0392,0.103,0.614,102.014,248284,4.0,416.0,104.0,,3.7004830917874396,industrial
Porchswing,255933,False,0,Casino Versus Japan,Hitori + Kaiso (1998 - 2001),0.693,0.51,7,-16.014,,0.0504,0.0298,0.782,0.109,0.228,91.441,255933,4.0,385.0,96.0,,4.067085953878407,idm
Bis zum letzten Atemzug,203043,False,24,Norman Langen,Bis zum letzten Atemzug,0.788,0.579,11,-8.778,1.0,0.0633,0.123,0.0413,0.156,0.74,130.0,203043,4.0,432.0,109.0,,0.7481162540365985,happy
The Time of Revenge,289586,False,17,Graveland,Thousand Swords,0.215,0.988,2,-13.628,0.0,0.0963,3.59e-05,0.00105,0.328,0.0359,146.588,289587,4.0,697.0,178.0,,3.7004830917874396,black-metal
Stetig Wie Der Trommel - Klang - Reprise,45760,False,23,Gerd Holtenau,Pocahontas (Deutscher Original Film-Soundtrack),0.342,0.0606,5,-25.502,1.0,0.0449,0.938,3.51e-05,0.296,0.202,65.399,45760,3.0,49.0,15.0,,1.2793053545586106,disney
... (For A Film),168813,False,1,Crows in the Rain,Little Girl And Lost Blossom,0.262,0.351,5,-18.54,1.0,0.0503,0.98,0.975,0.141,0.0258,70.2,168813,,187.0,46.0,,1.2793053545586106,iranian
Se Preparem (2019),123733,False,40,Rodrigo Miallaret,O Rei Leão (Trilha Sonora Original em Português),0.565,0.319,9,-13.542,0.0,0.215,0.497,5.66e-05,0.0777,0.305,115.287,123733,4.0,222.0,54.0,0.887,1.343558282208589,disney
Goodbyes,215730,False,5,Oscar Hollis,Sunny Days,0.689,0.71,7,-9.341,1.0,0.0288,0.383,0.837,0.115,0.684,88.989,215730,4.0,319.0,78.0,,4.067085953878407,study
Volverte a Ver,210333,False,26,Jah Nattoh,En Buenas Manos,0.755,0.74,5,-5.759,,0.0876,0.491,0.0,0.226,0.805,76.981,210333,,263.0,65.0,,1.2793053545586106,spanish
I'm Lovin' It - Kooba's Percussive Kapp,280336,False,10,Mark Farina;Homero Espinosa;Kid Enigma;King Kooba,I'm Lovin' It Remixes,0.782,0.926,2,-6.761,,0.0428,4.1e-05,0.913,0.086,0.103,119.025,280336,4.0,555.0,138.0,,3.7004830917874396,chicago-house
"Crônicas de Um Babaca, Vol. 1",174666,True,23,Zarastruta;DJ Cost,Tudozaras,0.707,0.603,5,-8.787,0.0,0.461,0.793,0.0,0.116,0.396,89.831,174667,,259.0,63.0,0.761,1.2793053545586106,brazil
Oslo,241436,False,17,Logistics,Waveforms,0.273,0.76,8,-5.524,0.0,0.0424,0.00714,0.703,0.105,0.0348,86.982,241437,4.0,339.0,85.0,0.75,2.7259036144578315,industrial
Mind Dimension - Tiësto Remix,220952,False,44,Tiga;Tiësto,Mind Dimension (Tiësto Remix),0.844,0.907,6,-5.432,1.0,0.147,0.0207,0.505,0.0419,0.0743,126.03,220952,4.0,455.0,112.0,0.967,1.1709531013615733,techno
わき役でいいから,269482,False,31,Yumi Matsutoya,40周年記念ベストアルバム 日本の恋と、ユーミンと。,0.719,0.517,5,-8.023,,0.0269,0.243,1.37e-06,0.172,0.622,111.217,269483,4.0,495.0,123.0,0.354,1.2793053545586106,j-idol
"Lullaby - From ""James and the Giant Peach"" / Score",117053,False,24,Randy Newman,James And The Giant Peach,0.234,0.0684,8,-26.345,1.0,0.043,0.96,0.012,0.103,0.0392,81.038,117053,4.0,152.0,37.0,,2.7259036144578315,disney
Housebreak Hotel,344810,False,7,Paul Johnson,I Can Make You A Big Freak,0.715,0.935,11,-6.65,0.0,0.0328,1.41e-05,0.876,0.33,0.933,128.104,344810,4.0,732.0,182.0,,0.7481162540365985,chicago-house
Chamomile,140199,False,5,"Sarah, the Illstrumentalist",FLOWERS,0.64,0.296,3,-9.142,0.0,0.0314,0.0238,0.896,0.153,0.337,112.018,140199,5.0,259.0,64.0,0.373,1.7389162561576355,study
Vai Mudar (feat. João Santana),248200,False,47,Irmão Lázaro;João Santana,Entre Amigos,0.564,0.826,7,-2.313,1.0,0.0363,0.424,0.0,0.96,0.646,137.97,248200,4.0,571.0,144.0,,4.067085953878407,forro
How Great Is Our God - World Edition,365134,False,43,Chris Tomlin,How Great Is Our God: The Essential Collection,0.356,0.555,1,-5.658,1.0,0.0311,0.237,0.0,0.107,0.0759,78.104,365134,4.0,472.0,118.0,,2.36741214057508,mandopop
